5.64E-02,5.50E-02,3.93E-02,3.06E-02
5.59E-02,5.91E-02,3.44E-02,2.58E-02
5.78E-02,6.27E-02,3.82E-02,2.46E-02
5.84E-02,6.66E-02,4.31E-02,2.08E-02
6.00E-02,7.14E-02,4.86E-02,2.11E-02
6.18E-02,7.63E-02,5.21E-02,2.76E-02
6.29E-02,7.69E-02,4.65E-02,3.18E-02
6.50E-02,7.65E-02,4.73E-02,4.17E-02
6.56E-02,8.00E-02,4.96E-02,4.13E-02
6.55E-02,8.54E-02,5.50E-02,4.31E-02
6.54E-02,8.61E-02,5.01E-02,4.48E-02
6.57E-02,8.25E-02,5.58E-02,5.04E-02
6.79E-02,8.38E-02,5.42E-02,3.43E-02
6.84E-02,8.22E-02,5.31E-02,3.82E-02
6.89E-02,8.44E-02,5.38E-02,3.88E-02
6.91E-02,8.32E-02,5.11E-02,4.34E-02
6.98E-02,8.31E-02,5.14E-02,3.82E-02
7.06E-02,8.33E-02,5.33E-02,3.78E-02
7.22E-02,8.25E-02,5.04E-02,4.14E-02
7.26E-02,8.32E-02,5.25E-02,4.16E-02
7.28E-02,8.60E-02,5.47E-02,4.84E-02
7.33E-02,9.28E-02,5.74E-02,4.85E-02
7.28E-02,9.37E-02,6.03E-02,4.43E-02
7.44E-02,9.41E-02,5.86E-02,4.67E-02
7.56E-02,9.49E-02,5.59E-02,4.29E-02
7.75E-02,9.42E-02,5.12E-02,3.88E-02
7.84E-02,9.67E-02,5.61E-02,3.77E-02
7.86E-02,9.43E-02,5.31E-02,4.23E-02
7.97E-02,9.50E-02,4.82E-02,4.50E-02
7.91E-02,9.34E-02,4.27E-02,4.22E-02
8.02E-02,9.68E-02,3.67E-02,3.32E-02
8.05E-02,9.51E-02,4.78E-02,2.78E-02
7.98E-02,9.87E-02,5.52E-02,1.82E-02
8.03E-02,1.03E-01,3.97E-02,3.16E-02
8.13E-02,9.65E-02,4.49E-02,4.20E-02
8.26E-02,9.94E-02,4.18E-02,4.72E-02
8.23E-02,9.98E-02,3.54E-02,4.54E-02
8.26E-02,9.47E-02,4.08E-02,4.11E-02
8.29E-02,9.40E-02,4.45E-02,3.47E-02
8.49E-02,8.93E-02,3.79E-02,3.87E-02
8.48E-02,8.63E-02,3.95E-02,3.15E-02
8.61E-02,8.01E-02,3.99E-02,3.45E-02
8.65E-02,7.74E-02,3.53E-02,3.90E-02
8.80E-02,7.97E-02,3.15E-02,3.02E-02
8.91E-02,7.97E-02,2.92E-02,1.76E-02
8.93E-02,7.02E-02,3.12E-02,1.67E-02
9.09E-02,7.33E-02,2.94E-02,3.26E-03
9.20E-02,7.21E-02,2.82E-02,6.10E-03
9.23E-02,7.86E-02,2.00E-02,8.30E-07
9.52E-02,7.17E-02,1.87E-02,1.29E-02
9.34E-02,8.44E-02,1.17E-02,1.36E-02
9.17E-02,8.49E-02,1.74E-02,5.49E-03
9.40E-02,7.58E-02,9.24E-03,-4.59E-04
9.40E-02,7.07E-02,-3.07E-03,-8.24E-03
9.46E-02,6.65E-02,-6.12E-03,-1.10E-02
9.72E-02,6.57E-02,-2.23E-02,-3.39E-03
9.68E-02,6.26E-02,-1.97E-02,-1.41E-03
9.83E-02,5.99E-02,-2.44E-02,-1.59E-03
9.63E-02,6.11E-02,-2.08E-02,-1.59E-02
9.70E-02,5.21E-02,-4.55E-03,1.70E-03
9.65E-02,5.35E-02,-1.28E-02,-2.52E-04
9.83E-02,4.65E-02,-3.47E-02,7.40E-03
9.64E-02,4.49E-02,-3.91E-02,1.32E-02
9.80E-02,4.06E-02,-4.11E-02,2.33E-03
9.86E-02,3.27E-02,-4.54E-02,-5.22E-03
9.97E-02,2.43E-02,-3.69E-02,-1.38E-02
9.90E-02,2.00E-02,-4.75E-02,-1.23E-02
9.89E-02,1.75E-02,-5.56E-02,-1.36E-02
9.97E-02,1.63E-02,-6.41E-02,-7.76E-03
1.00E-01,1.38E-02,-6.66E-02,-6.59E-03
1.00E-01,9.65E-03,-5.14E-02,-3.68E-03
1.02E-01,4.29E-03,-2.29E-02,-8.25E-03
9.58E-02,1.28E-02,-5.79E-02,-2.60E-02
9.66E-02,1.04E-03,-8.14E-02,-2.89E-02
9.93E-02,-9.70E-04,-6.07E-02,-1.63E-02
1.00E-01,-4.30E-03,-6.57E-02,1.02E-02
9.99E-02,-1.48E-02,-1.06E-01,1.54E-02
9.77E-02,-3.18E-02,-1.37E-01,1.88E-02
1.00E-01,-3.26E-02,-1.13E-01,3.03E-03
9.83E-02,-3.37E-02,-1.22E-01,5.43E-04
9.73E-02,-2.95E-02,-1.25E-01,9.76E-03
9.85E-02,-4.03E-02,-1.24E-01,1.27E-02
9.76E-02,-3.60E-02,-1.26E-01,1.26E-02
9.66E-02,-3.77E-02,-1.29E-01,1.61E-02
9.67E-02,-4.08E-02,-1.20E-01,2.15E-02
9.47E-02,-4.63E-02,-1.22E-01,3.73E-03
9.53E-02,-4.87E-02,-1.28E-01,1.80E-02
9.32E-02,-4.54E-02,-1.37E-01,1.98E-02
9.35E-02,-4.84E-02,-1.16E-01,3.64E-02
9.24E-02,-5.86E-02,-1.17E-01,3.01E-02
9.08E-02,-5.55E-02,-1.43E-01,1.88E-02
9.31E-02,-5.98E-02,-1.28E-01,2.77E-02
9.13E-02,-6.12E-02,-1.25E-01,2.32E-02
9.02E-02,-6.27E-02,-1.26E-01,1.21E-02
8.99E-02,-6.52E-02,-1.05E-01,1.11E-02
9.21E-02,-7.03E-02,-1.05E-01,2.75E-02
9.04E-02,-7.17E-02,-1.01E-01,2.35E-02
8.88E-02,-7.22E-02,-1.02E-01,2.65E-02
8.85E-02,-7.79E-02,-9.51E-02,3.22E-02
8.91E-02,-9.33E-02,-5.44E-02,2.66E-02
8.66E-02,-8.94E-02,-6.34E-02,2.38E-02
8.74E-02,-8.93E-02,-4.01E-02,1.46E-02
8.25E-02,-8.32E-02,-5.30E-02,1.62E-02
8.80E-02,-1.02E-01,-3.37E-02,4.34E-02
8.61E-02,-1.01E-01,-2.88E-02,4.48E-02
8.52E-02,-1.09E-01,-1.62E-02,4.64E-02
8.28E-02,-1.09E-01,-7.54E-03,5.56E-02
8.07E-02,-1.11E-01,-1.67E-02,3.09E-02
7.85E-02,-1.17E-01,5.52E-03,1.60E-02
7.68E-02,-1.16E-01,-1.67E-02,1.70E-02
7.58E-02,-1.18E-01,-2.29E-03,2.58E-02
7.49E-02,-1.16E-01,5.00E-03,3.51E-02
7.26E-02,-1.15E-01,5.47E-03,3.42E-02
7.42E-02,-1.22E-01,1.75E-02,3.87E-02
7.44E-02,-1.15E-01,4.72E-02,2.41E-02
7.30E-02,-1.22E-01,3.12E-02,2.39E-02
7.03E-02,-1.15E-01,2.62E-02,2.00E-02
6.57E-02,-1.09E-01,1.70E-02,2.55E-02
6.54E-02,-1.18E-01,7.21E-03,2.34E-02
6.64E-02,-1.21E-01,4.14E-02,3.80E-02
6.63E-02,-1.26E-01,7.66E-02,3.56E-02
6.27E-02,-1.23E-01,6.29E-02,3.81E-02
6.01E-02,-1.23E-01,6.29E-02,3.27E-02
5.84E-02,-1.21E-01,6.40E-02,3.37E-02
5.74E-02,-1.19E-01,9.35E-02,3.80E-02
5.50E-02,-1.16E-01,1.04E-01,3.67E-02
5.39E-02,-1.04E-01,1.20E-01,4.22E-02
5.35E-02,-1.09E-01,1.10E-01,4.71E-02
5.18E-02,-1.07E-01,1.12E-01,4.95E-02
5.16E-02,-1.08E-01,1.15E-01,4.74E-02
4.92E-02,-1.03E-01,1.19E-01,4.49E-02
4.69E-02,-9.89E-02,1.20E-01,4.46E-02
4.60E-02,-9.79E-02,1.20E-01,4.24E-02
4.37E-02,-9.51E-02,1.17E-01,3.81E-02
4.43E-02,-9.43E-02,1.39E-01,3.36E-02
4.23E-02,-9.26E-02,1.38E-01,3.37E-02
4.01E-02,-9.07E-02,1.37E-01,3.07E-02
3.85E-02,-8.82E-02,1.38E-01,3.09E-02
3.59E-02,-8.07E-02,1.37E-01,3.08E-02
3.38E-02,-7.48E-02,1.35E-01,2.81E-02
3.13E-02,-6.90E-02,1.32E-01,2.90E-02
3.06E-02,-6.77E-02,1.32E-01,3.00E-02
2.86E-02,-6.34E-02,1.31E-01,2.78E-02
2.73E-02,-6.13E-02,1.26E-01,2.58E-02
2.56E-02,-5.91E-02,1.22E-01,2.46E-02
2.41E-02,-5.57E-02,1.17E-01,2.39E-02
2.26E-02,-5.16E-02,1.10E-01,2.42E-02
2.02E-02,-4.69E-02,1.04E-01,2.42E-02
1.88E-02,-4.47E-02,9.97E-02,2.44E-02
1.73E-02,-4.03E-02,9.68E-02,2.28E-02
1.57E-02,-3.63E-02,9.48E-02,2.18E-02
1.34E-02,-3.27E-02,8.72E-02,1.92E-02
1.18E-02,-2.92E-02,8.13E-02,1.88E-02
1.06E-02,-2.60E-02,7.54E-02,1.69E-02
9.46E-03,-2.32E-02,7.01E-02,1.61E-02
8.08E-03,-2.06E-02,6.41E-02,1.46E-02
7.20E-03,-1.77E-02,5.85E-02,1.23E-02
7.27E-03,-1.61E-02,5.49E-02,1.15E-02
6.93E-03,-1.22E-02,5.89E-02,9.12E-03
6.01E-03,-8.06E-03,5.54E-02,5.13E-03
5.37E-03,-9.20E-03,5.47E-02,7.29E-03
4.81E-03,-8.47E-03,4.95E-02,6.19E-03
4.14E-03,-7.18E-03,4.36E-02,5.25E-03
3.60E-03,-5.50E-03,3.81E-02,3.57E-03
3.11E-03,-4.60E-03,3.36E-02,5.41E-03
2.56E-03,-3.49E-03,2.86E-02,4.30E-03
2.33E-03,-3.19E-03,2.68E-02,4.12E-03
1.95E-03,-2.31E-03,2.32E-02,3.76E-03
1.74E-03,-1.87E-03,2.02E-02,3.90E-03
1.57E-03,-1.62E-03,1.81E-02,3.18E-03
1.29E-03,-8.05E-04,1.59E-02,2.74E-03
9.22E-04,-4.82E-04,1.24E-02,1.53E-03
8.39E-04,-7.95E-04,9.28E-03,1.57E-03
5.29E-04,-3.91E-04,6.17E-03,6.91E-04
4.38E-04,-2.88E-04,4.87E-03,5.40E-04
2.76E-04,-4.32E-05,3.44E-03,-2.10E-04
1.92E-04,-1.51E-04,1.93E-03,-7.76E-04
8.16E-05,-1.97E-04,3.60E-04,-6.22E-04
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
2.46E-05,-1.33E-04,2.18E-04,-8.07E-05
5.05E-05,-1.87E-04,-1.33E-05,5.36E-05
7.22E-05,-2.13E-04,-3.88E-05,1.45E-04
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
3.68E-05,-1.63E-04,3.43E-04,-2.65E-04
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.18E-06,-1.60E-05,-7.52E-06,1.88E-05
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
7.61E-06,-1.22E-05,-4.96E-05,-2.44E-05
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
1.62E-05,-2.34E-05,-2.36E-05,-3.67E-05
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
7.61E-05,-2.11E-04,1.35E-04,-2.96E-05
1.97E-05,-2.04E-05,-1.54E-04,-3.12E-05
0.00E+00,0.00E+00,0.00E+00,0.00E+00
1.73E-05,-7.13E-05,9.64E-05,-2.88E-07
0.00E+00,0.00E+00,0.00E+00,0.00E+00
1.73E-05,-7.14E-05,9.64E-05,-3.06E-07
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00
3.86E-05,2.59E-04,6.81E-04,-7.67E-04
4.84E-04,-1.96E-03,7.69E-05,-3.24E-03
5.74E-04,-1.77E-03,2.01E-03,-2.30E-03
2.51E-04,-7.62E-04,4.68E-04,-1.43E-03
8.62E-05,-2.91E-04,-2.28E-04,-5.07E-04
3.01E-05,7.13E-05,-5.62E-05,-1.68E-04
1.64E-04,-3.81E-04,-1.80E-04,3.13E-04
-1.46E-06,-4.33E-07,8.58E-06,1.08E-05
0.00E+00,0.00E+00,0.00E+00,0.00E+00
2.70E-05,-1.16E-04,-6.79E-05,6.21E-05
3.54E-04,1.14E-04,9.37E-04,2.82E-04
4.07E-04,-4.42E-04,2.98E-04,1.17E-03
3.26E-04,-1.04E-03,-5.27E-04,4.51E-04
1.56E-04,-1.23E-05,5.20E-04,4.87E-06
1.48E-04,-2.84E-04,6.63E-04,1.62E-04
1.39E-04,-6.26E-04,2.24E-03,-2.25E-04
2.21E-04,-1.97E-04,2.22E-03,-1.09E-03
6.55E-04,-3.47E-04,1.20E-03,-1.74E-03
4.00E-04,-4.63E-04,1.11E-03,-9.52E-05
6.06E-04,-5.96E-04,3.82E-04,2.71E-04
1.15E-03,1.56E-04,1.07E-03,2.91E-04
1.09E-03,8.44E-04,1.45E-04,-2.31E-03
9.26E-04,-6.52E-04,-7.56E-05,-2.33E-03
8.70E-04,-2.15E-03,8.97E-04,-5.21E-04
1.31E-03,-2.21E-03,-5.57E-04,-5.59E-04
1.25E-03,-1.36E-03,-2.34E-03,1.31E-03
8.91E-04,-9.00E-04,-4.46E-04,6.49E-04
1.75E-03,-3.14E-03,5.78E-04,-6.29E-04
1.47E-03,-2.52E-03,-9.41E-05,-1.28E-03
1.35E-03,-1.46E-03,-1.77E-03,1.61E-03
1.22E-03,-9.78E-04,-4.72E-04,2.71E-03
1.34E-03,-7.49E-04,-2.89E-04,5.53E-04
1.89E-03,-3.45E-03,1.34E-03,-3.51E-03
2.20E-03,-3.80E-03,1.81E-03,-3.94E-03
2.31E-03,-3.20E-03,1.73E-03,-3.94E-03
2.04E-03,-2.47E-03,2.06E-04,-1.26E-03
2.47E-03,-3.41E-03,1.72E-03,-1.61E-03
2.51E-03,-3.14E-03,3.09E-03,-1.18E-03
3.05E-03,-2.00E-03,7.08E-04,-7.51E-03
3.03E-03,-3.74E-03,8.17E-04,-1.11E-02
3.01E-03,-3.53E-03,3.02E-03,-1.03E-02
2.81E-03,-3.29E-03,3.85E-03,-1.05E-02
2.79E-03,-2.48E-03,2.16E-03,-1.26E-02
3.25E-03,-3.05E-03,1.57E-03,-1.14E-02
3.57E-03,-2.89E-03,3.72E-03,-1.23E-02
3.81E-03,-4.25E-03,3.45E-03,-1.10E-02
4.10E-03,-3.96E-03,2.50E-03,-1.53E-02
3.67E-03,-3.56E-03,4.42E-03,-1.31E-02
3.51E-03,-3.20E-03,1.41E-03,-9.93E-03
4.09E-03,-6.53E-04,2.33E-03,-1.29E-02
4.83E-03,-6.52E-04,4.61E-03,-1.40E-02
4.70E-03,-2.52E-03,1.61E-03,-1.57E-02
5.23E-03,-4.79E-03,5.07E-03,-1.11E-02
5.49E-03,-4.62E-03,4.31E-03,-2.13E-02
5.50E-03,-1.05E-03,2.95E-03,-3.08E-02
4.89E-03,-3.05E-03,4.06E-03,-3.21E-02
5.30E-03,-4.96E-03,2.11E-03,-2.92E-02
6.40E-03,-6.08E-03,3.32E-03,-3.46E-02
6.81E-03,-5.94E-03,1.05E-02,-3.38E-02
6.59E-03,-5.69E-03,9.58E-03,-3.46E-02
8.80E-03,-6.55E-03,8.30E-03,-4.60E-02
9.50E-03,-7.23E-03,1.13E-02,-5.01E-02
9.49E-03,-8.24E-03,9.71E-03,-4.61E-02
9.94E-03,-6.49E-03,7.83E-03,-4.20E-02
1.08E-02,-4.71E-03,3.20E-03,-4.32E-02
1.08E-02,-6.68E-03,4.87E-03,-3.90E-02
1.12E-02,-8.82E-03,4.44E-03,-3.83E-02
1.10E-02,-8.52E-03,3.42E-03,-3.77E-02
1.36E-02,-1.09E-02,7.02E-03,-4.62E-02
1.49E-02,-1.20E-02,1.31E-02,-5.20E-02
1.50E-02,-8.53E-03,1.13E-02,-5.29E-02
1.60E-02,-9.98E-03,1.24E-02,-5.63E-02
1.65E-02,-1.30E-02,1.35E-02,-5.74E-02
1.77E-02,-1.28E-02,1.52E-02,-6.13E-02
2.02E-02,-1.37E-02,1.36E-02,-7.13E-02
2.07E-02,-1.26E-02,1.45E-02,-7.38E-02
2.09E-02,-1.30E-02,1.43E-02,-7.48E-02
2.16E-02,-1.34E-02,1.46E-02,-7.84E-02
2.27E-02,-1.58E-02,1.79E-02,-8.31E-02
2.27E-02,-1.77E-02,2.08E-02,-8.16E-02
2.20E-02,-1.46E-02,2.07E-02,-8.19E-02
2.29E-02,-1.51E-02,2.17E-02,-8.49E-02
2.38E-02,-1.50E-02,1.91E-02,-8.21E-02
2.40E-02,-1.50E-02,1.87E-02,-8.25E-02
2.49E-02,-1.31E-02,2.06E-02,-7.88E-02
2.61E-02,-1.37E-02,2.15E-02,-7.76E-02
2.91E-02,-1.73E-02,2.30E-02,-8.58E-02
2.90E-02,-1.46E-02,2.71E-02,-9.37E-02
2.86E-02,-1.32E-02,2.66E-02,-9.75E-02
2.95E-02,-1.51E-02,2.32E-02,-1.04E-01
3.07E-02,-1.55E-02,1.86E-02,-9.87E-02
3.18E-02,-1.54E-02,2.12E-02,-1.15E-01
3.17E-02,-1.50E-02,2.03E-02,-1.13E-01
3.17E-02,-1.31E-02,1.91E-02,-1.21E-01
3.26E-02,-1.29E-02,2.23E-02,-1.33E-01
3.45E-02,-9.42E-03,2.59E-02,-1.34E-01
3.69E-02,-7.08E-03,2.41E-02,-1.44E-01
3.69E-02,-8.92E-03,2.80E-02,-1.42E-01
3.77E-02,-7.93E-03,2.45E-02,-1.43E-01
3.92E-02,-5.85E-03,2.17E-02,-1.38E-01
4.00E-02,-5.29E-03,2.28E-02,-1.40E-01
4.15E-02,-3.29E-03,2.30E-02,-1.39E-01
4.20E-02,-4.95E-03,2.15E-02,-1.44E-01
4.31E-02,-5.00E-03,1.87E-02,-1.41E-01
4.36E-02,-5.55E-03,2.09E-02,-1.44E-01
4.45E-02,-5.37E-03,1.57E-02,-1.46E-01
4.40E-02,-1.07E-03,1.63E-02,-1.47E-01
4.46E-02,-5.67E-04,2.47E-02,-1.46E-01
4.54E-02,2.31E-03,2.52E-02,-1.52E-01
4.67E-02,6.20E-03,2.77E-02,-1.59E-01
4.66E-02,5.32E-03,2.77E-02,-1.64E-01
4.69E-02,2.22E-03,3.31E-02,-1.69E-01
4.84E-02,3.63E-03,3.32E-02,-1.66E-01
5.08E-02,-1.17E-03,3.58E-02,-1.65E-01
5.11E-02,-2.30E-03,4.08E-02,-1.66E-01
5.20E-02,2.68E-03,4.22E-02,-1.64E-01
5.20E-02,6.22E-03,3.43E-02,-1.73E-01
5.32E-02,-1.46E-03,2.92E-02,-1.78E-01
5.19E-02,2.18E-03,3.19E-02,-1.84E-01
5.30E-02,-1.25E-03,3.77E-02,-1.88E-01
5.50E-02,-1.17E-02,3.70E-02,-1.83E-01
